,Датум,Цена на последна трансакција,Мак.,Мин.,Просечна цена,%пром.,Количина,Промет во БЕСТ во денари,Вкупен промет во денари
0,30.12.2014,"1.312,00",,,"1.312,00","0,00",0,"0,00","0,00"
1,29.12.2014,"1.312,00",,,"1.312,00","0,00",0,"0,00","0,00"
2,26.12.2014,"1.312,00",,,"1.312,00","0,00",0,"0,00","0,00"
3,25.12.2014,"1.312,00",,,"1.312,00","0,00",0,"0,00","0,00"
4,24.12.2014,"1.312,00",,,"1.312,00","0,00",0,"0,00","0,00"
5,23.12.2014,"1.312,00",,,"1.312,00","0,00",0,"0,00","0,00"
6,22.12.2014,"1.312,00",,,"1.312,00","0,00",0,"0,00","0,00"
7,19.12.2014,"1.312,00",,,"1.312,00","0,00",0,"0,00","0,00"
8,18.12.2014,"1.312,00",,,"1.312,00","0,00",0,"0,00","0,00"
9,17.12.2014,"1.312,00",,,"1.312,00","0,00",0,"0,00","0,00"
10,16.12.2014,"1.312,00",,,"1.312,00","0,00",0,"0,00","0,00"
11,15.12.2014,"1.312,00",,,"1.312,00","0,00",0,"0,00","0,00"
12,12.12.2014,"1.312,00",,,"1.312,00","0,00",0,"0,00","0,00"
13,11.12.2014,"1.312,00",,,"1.312,00","0,00",0,"0,00","0,00"
14,10.12.2014,"1.312,00",,,"1.312,00","0,00",0,"0,00","0,00"
15,09.12.2014,"1.312,00",,,"1.312,00","0,00",0,"0,00","0,00"
16,05.12.2014,"1.312,00",,,"1.312,00","0,00",0,"0,00","0,00"
17,04.12.2014,"1.312,00",,,"1.312,00","0,00",0,"0,00","0,00"
18,02.12.2014,"1.312,00",,,"1.312,00","0,00",0,"0,00","0,00"
19,01.12.2014,"1.312,00",,,"1.312,00","0,00",0,"0,00","0,00"
20,28.11.2014,"1.312,00",,,"1.312,00","0,00",0,"0,00","0,00"
21,27.11.2014,"1.312,00",,,"1.312,00","0,00",0,"0,00","0,00"
22,26.11.2014,"1.312,00",,,"1.312,00","0,00",0,"0,00","0,00"
23,25.11.2014,"1.312,00",,,"1.312,00","0,00",0,"0,00","0,00"
24,24.11.2014,"1.312,00",,,"1.312,00","0,00",0,"0,00","0,00"
25,21.11.2014,"1.312,00",,,"1.312,00","0,00",0,"0,00","0,00"
26,20.11.2014,"1.312,00",,,"1.312,00","0,00",0,"0,00","0,00"
27,19.11.2014,"1.312,00",,,"1.312,00","0,00",0,"0,00","0,00"
28,18.11.2014,"1.312,00",,,"1.312,00","0,00",0,"0,00","0,00"
29,17.11.2014,"1.312,00",,,"1.312,00","0,00",0,"0,00","0,00"
30,14.11.2014,"1.312,00",,,"1.312,00","0,00",0,"0,00","0,00"
31,13.11.2014,"1.312,00",,,"1.312,00","0,00",0,"0,00","0,00"
32,12.11.2014,"1.312,00",,,"1.312,00","0,00",0,"0,00","0,00"
33,11.11.2014,"1.312,00",,,"1.312,00","0,00",0,"0,00","0,00"
34,10.11.2014,"1.312,00",,,"1.312,00","0,00",0,"0,00","0,00"
35,07.11.2014,"1.312,00",,,"1.312,00","0,00",0,"0,00","0,00"
36,06.11.2014,"1.312,00",,,"1.312,00","0,00",0,"0,00","0,00"
